gr-ath-wg-102	OL0gbjlNt1s26CDQjRP9wgMZbgYff7/xyUI8ypOn01s	149.102.246.15:51820
hk-hkg-wg-201	Oxh13dmwY6nNUa5rVHr7sLiFOj0fjzsaAUAUV87/nGs	103.125.233.18:51820
hk-hkg-wg-203	e3vqR6xVRps5ZlkL3/i6bHlrjeM/kNz+pWfSJ00UMQs	103.125.233.33:51820
hk-hkg-wg-301	qbvU06SBHXnqMnpb49rnE0yC4AOWQcWl2bEScu18dh8	146.70.224.2:51820
hk-hkg-wg-302	7FADgmd9KyAVs3eFJE/ob9tV3E6m/klONEEIOfCoPTU	146.70.224.66:51820
hk-hkg-wg-303	RtTENHB7VBUiowxtdAzopcb2Fvd+OFneN73k13oPUEo	146.70.224.196:51820
hr-zag-wg-001	PJvsgLogdAgZiVSxwTDyk9ri02mLZGuElklHShIjDGM	154.47.29.2:51820
hr-zag-wg-002	V0iDOyLSj870sjGGenDvAWqJudlPKDc212cQN85snEo	154.47.29.15:51820
hu-bud-wg-101	u+h0GmQJ8UBaMTi2BP9Ls6UUszcGC51y6vTmNr/y+AU	146.70.196.194:51820
hu-bud-wg-102	iEWLm2F4xV013ZETeZcT1dyUd5O+JnyndHso8RP8txw	146.70.196.130:51820
hu-bud-wg-201	RPhw+caiytSurUMQfZhEFlxGK83xcwWMNtXCkpTqJBI	79.127.182.130:51820
hu-bud-wg-202	xiC/w18znzSImAuzMYpP5NH+1T912cwZXo8M1V4Ruiw	79.127.182.160:51820
id-jpu-wg-001	XYQvOrRqu8j521Hy/8+jGRDLZoSAssOvCectyKz350Y	129.227.46.130:51820
id-jpu-wg-002	gWsH1w7lTYbsS+WxsE6w6vtXSAJoHM6PhDX5DFMYM1k	129.227.46.162:51820
ie-dub-wg-101	2r0vPpM71ZXpseWXTXw3iwn2sjIHOTpw1V9sp03bLWw	146.70.189.2:51820
ie-dub-wg-102	2RSnfqTRb0BL/bPaKGj0OA/qopQaNG1qtzEH2Y8JyjE	146.70.189.130:51820
ie-dub-wg-103	/Q7cQuVZo0IYckUncGSzRnQssR1DC5veZWaAnf/yDTI	130.195.213.130:51820
